KEY,標準,標準_日本語,倉庫,倉庫_日本語,FUJI,FUJI_日本語,FUJI岡崎,FUJI豊田,FUJI豊田(機械加工),ELS,明和,東栄電機,NFT,東芝産業機器システム,フジプレアム,ツガル精密機器,富士電機,日本マイクロニクス
key.import.production.work.property,工程プロパティ情報,工程プロパティ情報,,,,,,,,,,,,,,,,
key.import.production.workflow,工程順情報,工程順情報,,,,,,,,,,,,,,,,
key.import.production.workflow.property,工程順プロパティ情報,工程順プロパティ情報,,,,,,,,,,,,,,,,
key.import.delimiter,区切り文字,区切り文字,,,,,,,,,,,,,,,,
key.import.unit,単位,単位,,,,,,,,,,,,,,,,
key.import.proc.order,工程の並び順,工程の並び順,,,,,,,,,,,,,,,,
key.import.proc.connect,工程接続,工程接続,,,,,,,,,,,,,,,,
key.import.workflow.revision,工程順リビジョン,工程順リビジョン,,,,,,,,,,,,,,,,
key.import.kanban.status.def,カンバンステータス(初期値),カンバンステータス(初期値),,,,,,,,,,,,,,,,
key.import.kanban.reschedule,作業中カンバンの再計画をするか?,作業中カンバンの再計画をするか?,,,,,,,,,,,,,,,,
key.import.read.encode,エンコード,エンコード,,,,,,,,,,,,,,,,
key.import.read.excel.sheet.name,シート名,シート名,,,,,,,,,,,,,,,,
key.import.read.line.start,読み込み開始行,読み込み開始行,,,,,,,,,,,,,,,,
key.import.read.plans.name,予定名,予定名,,,,,,,,,,,,,,,,
key.import.read.plans.start.datetime,予定開始日時,予定開始日時,,,,,,,,,,,,,,,,
key.import.read.plans.stop.datetime,予定終了日時,予定終了日時,,,,,,,,,,,,,,,,
key.import.skip,過去のデータのため、スキップします。,過去のデータのため、スキップします。,,,,,,,,,,,,,,,,
key.import.skip.noData,Skip required items are empty,必須項目が空のためスキップ,,,,,,,,,,,,,,,,
key.import.skip.WorkNotRegistered,Skipped because work is not registered in workflow.,工程順に工程が未登録のためスキップ,,,,,,,,,,,,,,,,
key.import.skip.propertyNameNotInput,プロパティ名が空のためスキップ,プロパティ名が空のためスキップ,,,,,,,,,,,,,,,,
key.import.skip.kanbanNameNotMatch,カンバン情報のカンバン名と一致しないためスキップ,カンバン情報のカンバン名と一致しないためスキップ,,,,,,,,,,,,,,,,
key.import.skip.workflowNameNotMatch,カンバン情報のカンバン名、工程順名と一致しないためスキップ,カンバン情報のカンバン名、工程順名と一致しないためスキップ,,,,,,,,,,,,,,,,
key.import.skip.processNameNotMatch,工程情報の工程名と一致しないためスキップ,工程情報の工程名と一致しないためスキップ,,,,,,,,,,,,,,,,
key.import.skip.workflowDataNotMatch,工程順情報の工程順名と一致しないためスキップ,工程順情報の工程順名と一致しないためスキップ,,,,,,,,,,,,,,,,
key.import.skip.kanbanDataNotMatch,カンバン情報と一致するカンバンプロパティ情報がないためスキップ,カンバン情報と一致するカンバンプロパティ情報がないためスキップ,,,,,,,,,,,,,,,,
key.import.skip.workKanbanDataNotMatch,カンバン情報と一致する工程カンバン情報がないためスキップ,カンバン情報と一致する工程カンバン情報がないためスキップ,,,,,,,,,,,,,,,,
key.import.skip.workKanbanPropDataNotMatch,工程カンバン情報と一致する工程カンバンプロパティ情報がないためスキップ,工程カンバン情報と一致する工程カンバンプロパティ情報がないためスキップ,,,,,,,,,,,,,,,,
key.import.title,読み込み,読み込み,,,,,,,,,,,,,,,,
key.import.work.plan.kanban,カンバン情報の読み込み,カンバン情報を読み込み中,,,,,,,,,,,,,,,,
key.import.work.plan.kanban.property,カンバンプロパティ情報の読み込み,カンバンプロパティ情報を読み込み中,,,,,,,,,,,,,,,,
key.import.work.plan.kanban.status,カンバンステータスの読み込み,カンバンステータスを読み込み中,,,,,,,,,,,,,,,,
key.import.work.plan.product,Read product information,製品情報を読み込み中,,,,,,,,,,,,,,,,
key.import.work.plan.work.kanban,工程カンバン情報の読み込み,工程カンバン情報を読み込み中,,,,,,,,,,,,,,,,
key.import.work.plan.work.kanban.property,工程カンバンプロパティ情報の読み込み,工程カンバンプロパティ情報を読み込み中,,,,,,,,,,,,,,,,
key.import.work.plan.work,工程情報の読み込み,工程情報を読み込み中,,,,,,,,,,,,,,,,
key.import.work.plan.work.prop,工程プロパティ情報の読み込み,工程プロパティ情報を読み込み中,,,,,,,,,,,,,,,,
key.import.work.plan.workflow,工程順情報の読み込み,工程順情報を読み込み中,,,,,,,,,,,,,,,,
key.import.work.plan.workflow.prop,工程順プロパティ情報の読み込み,工程順プロパティ情報を読み込み中,,,,,,,,,,,,,,,,
key.importEnd,終了,終了,,,,,,,,,,,,,,,,
key.ImportFolder,Import folder,インポートフォルダ,Import folder,インポートフォルダ,,,,,,,,,,,,,,
key.ImportKanban_CreateKanban,Kanban create,カンバンを登録中,,,,,,,,,,,,,,,,
key.ImportKanban_EquipmentNothing,"A facility identification name that does not exist, or you do not have access rights",存在しない設備識別名、またはアクセス権がありません,,,,,,,,,,,,,,,,
key.ImportKanban_ExistingKanban,Skipped for kanban already exists,同名のカンバンが存在するためスキップ,,,,,,,,,,,,,,,,
key.ImportKanban_FailedNum,Failure,失敗,,,,,,,,,,,,,,,,
key.ImportKanban_FileNothing,Kanban information file was not found.,カンバン情報ファイルが見つかりませんでした。,,,,,,,,,,,,,,,,
key.ImportKanban_HierarchyNothing,"Kanban hierarchy which does not exist, or skipping because there is no access right",存在しないカンバン階層、またはアクセス権がないためスキップ,,,,,,,,,,,,,,,,
key.ImportKanban_WorkHierarchyNothing,工程階層が存在しないため中断しました。,工程階層が存在しないため中断しました。,,,,,,,,,,,,,,,,
key.ImportKanban_WorkflowHierarchyNothing,工程順階層が存在しないため中断しました。,工程順階層が存在しないため中断しました。,,,,,,,,,,,,,,,,
key.ImportKanban_KanbanHierarchyNothing,カンバン階層が存在しないため中断しました。,カンバン階層が存在しないため中断しました。,,,,,,,,,,,,,,,,
key.ImportKanban_IgnoreExistingKanban,Ignore existing Kanban,同名のカンバンを無視する,,,,,,,,,,,,,,,,
key.ImportKanban_NotUpdateKanban,Skipped for Kanban that can not be updated,更新できないカンバンのためスキップ,,,,,,,,,,,,,,,,
key.ImportKanban_NotUpdateWorkKanban,Skipped for process which can not be updated because of process Kanban,更新できない工程カンバンのためスキップ,,,,,,,,,,,,,,,,
key.ImportKanban_OrganizationNothing,"You do not have a non-existent organization identifier, or you do not have access rights",存在しない組織識別名、またはアクセス権がありません,,,,,,,,,,,,,,,,
key.ImportKanban_ProccessNum,Proccess,処理件数,,,,,,,,,,,,,,,,
key.ImportKanban_ReadKanbanCsv,Loaded the Kanban information file,カンバン情報ファイル読み込み,,,,,,,,,,,,,,,,
key.ImportKanban_ReadKanbanPropertyCsv,Loaded the Kanban property information file,カンバンプロパティ情報ファイル読み込み,,,,,,,,,,,,,,,,
key.ImportKanban_ReadWorkKanbanCsv,Loaded the Work Kanban information file,工程カンバン情報ファイル読み込み,,,,,,,,,,,,,,,,
key.ImportKanban_ReadWorkKanbanPropertyCsv,Loaded the Work Kanban property information file,工程カンバンプロパティ情報ファイル読み込み,,,,,,,,,,,,,,,,
key.ImportKanban_RegistFailed,Kanban addition failure,カンバンの登録に失敗しました。,,,,,,,,,,,,,,,,
key.ImportKanban_RegistSuccess,Kanban addition success,カンバンを登録しました。,,,,,,,,,,,,,,,,
key.ImportKanban_WorkRegistFailed,工程情報の登録に失敗したため中断しました。取り込みファイルを確認した後、取り込みを再度実行してください。,工程情報の登録に失敗したため中断しました。取り込みファイルを確認した後、取り込みを再度実行してください。,,,,,,,,,,,,,,,,
key.ImportKanban_WorkflowRegistFailed,工程順情報の登録に失敗したため中断しました。取り込みファイルを確認した後、取り込みを再度実行してください。,工程順情報の登録に失敗したため中断しました。取り込みファイルを確認した後、取り込みを再度実行してください。,,,,,,,,,,,,,,,,
key.ImportKanban_SkipNum,Skip,スキップ,,,,,,,,,,,,,,,,
key.ImportKanban_SuccessNum,Success,成功,,,,,,,,,,,,,,,,
key.ImportKanban_TargetKanbanName,Kanban,読み込みカンバン,,,,,,,,,,,,,,,,
key.ImportKanban_UpdateFailed,Kanban update failure,カンバン更新 失敗,,,,,,,,,,,,,,,,
key.ImportKanban_UpdateKanban,Kanban update,カンバン更新,,,,,,,,,,,,,,,,
key.ImportKanban_UpdateSuccess,Kanban update success,カンバン更新 成功,,,,,,,,,,,,,,,,
key.ImportKanban_WorkflowNothing,Skip in order of nonexistent process or because there is no access right in process order hierarchy,存在しない工程順、または工程順階層のアクセス権がないためスキップ,,,,,,,,,,,,,,,,
key.ImportKanban_WorkNumFailed,Skipped because the process number is abnormal,工程の番号が異常なためスキップ,,,,,,,,,,,,,,,,
key.ImportKanban_DuplicationDataDif,取り込みファイルの重複したデータに差異があります。,取り込みファイルの重複したデータに差異があります。,,,,,,,,,,,,,,,,
key.ImportKanban_TactTimeIsNotNum,タクトタイムに数値以外が入力されています。,タクトタイムに数値以外が入力されています。,,,,,,,,,,,,,,,,
key.ImportKanban_WorkflowRevIsNotNum,工程順リビジョンに数値以外が入力されています。,工程順リビジョンに数値以外が入力されています。,,,,,,,,,,,,,,,,
key.ImportKanban_StartDateTimeIsNotDate,開始予定日に日付以外が入力されています。,開始予定日に日付以外が入力されています。,,,,,,,,,,,,,,,,
key.ImportKanban_CompDateTimeIsNotDate,完了予定日に日付以外が入力されています。,完了予定日に日付以外が入力されています。,,,,,,,,,,,,,,,,
key.ImportKanban_ProductTypeIsNotNum,生産タイプに数値以外が入力されています。,生産タイプに数値以外が入力されています。,,,,,,,,,,,,,,,,
key.ImportKanban_LotQuantityIsNotNum,ロット数量に数値以外が入力されています。,ロット数量に数値以外が入力されています。,,,,,,,,,,,,,,,,
key.ImportKanbanEnd,End of incorporation of production plan,生産計画取り込み終了,,,,,,,,,,,,,,,,
key.ImportKanbanStart,Begin incorporation of production plans,生産計画取り込み開始,,,,,,,,,,,,,,,,
key.importStart,開始,開始,,,,,,,,,,,,,,,,
key.ImportUnit_CreateKanban,,,,,Unit create,ユニット追加,〇,,,,,,,,,,,
key.ImportUnit_DifferentUnitTemplates,,,,,"既存ユニットと異なるユニットテンプレートが指定されているためスキップ: (読込:%s, 既存:%s)","既存ユニットと異なるユニットテンプレートが指定されているためスキップ: (読込:%s, 既存:%s)",〇,,,,,,,,,,,
key.ImportUnit_FailedNum,,,,,Failure,失敗,〇,,,,,,,,,,,
key.ImportUnit_FileNothing,,,,,There is no Unit information file in the specified folder,指定フォルダにユニット情報ファイルがない,〇,,,,,,,,,,,
key.ImportUnit_HierarchyNothing,,,,,Unknown unit hierarchy or skipping because there is no access right,存在しないユニット階層、またはアクセス権がないためスキップ,〇,,,,,,,,,,,
key.ImportUnit_ProccessNum,,,,,Proccess,処理件数,〇,,,,,,,,,,,
key.ImportUnit_ReadUnitCsv,,,,,Loaded the Unit information file,ユニット情報ファイル読み込み,〇,,,,,,,,,,,
key.ImportUnit_ReadUnitPropertyCsv,,,,,Loaded the Unit property information file,ユニットプロパティ情報ファイル読み込み,〇,,,,,,,,,,,
key.ImportUnit_RegistFailed,,,,,Unit addition failure,ユニット追加 失敗,〇,,,,,,,,,,,
key.ImportUnit_RegistSuccess,,,,,Unit addition success,ユニット追加 成功,〇,,,,,,,,,,,
key.ImportUnit_SkipNum,,,,,Skip,スキップ,〇,,,,,,,,,,,
key.ImportUnit_SuccessNum,,,,,Success,成功,〇,,,,,,,,,,,
key.ImportUnit_TargetUnitName,,,,,Unit,読み込みユニット,〇,,,,,,,,,,,
key.ImportUnit_UnitTemplateNothing,,,,,Skip for nonexisting unit template or unit template hierarchy without access right,存在しないユニットテンプレート、またはユニットテンプレート階層のアクセス権がないためスキップ,〇,,,,,,,,,,,
key.ImportUnit_UpdateFailed,,,,,Unit update failure,ユニット更新 失敗,〇,,,,,,,,,,,
key.ImportUnit_UpdateSuccess,,,,,Unit update success,ユニット更新 成功,〇,,,,,,,,,,,
key.ImportUnit_UpdateUnit,,,,,Unit update,ユニット更新,〇,,,,,,,,,,,
key.ImportUnitEnd,,,,,End of incorporation of production plan,生産計画取り込み終了,〇,,,,,,,,,,,
key.ImportUnitStart,,,,,Begin incorporation of production plans,生産計画取り込み開始,〇,,,,,,,,,,,
key.impprt.data.not,データがありません。,データがありません。,,,,,,,,,,,,,,,,
key.inARange,,,,,In a range,範囲内,〇,,,,,,,,,,,
key.inARangeNum,,,,,In a range Number,範囲内件数,〇,,,,,,,,,,,
key.Incomplete,Incomplete,未完了,,,,,,,,,,,,,,,,
key.IncorrectFile,Incorrect file,ファイルが正しくありません,,,,,,,,,,,,,,,,
key.IncorrectFileFromDedicatedTool,The file is incorrect. \r\n File should be generated from a dedicated tool.,ファイルが不正です。\r\nファイルは専用のツールから生成してください。,,,,,,,,,,,,,,,,
key.IncorrectLocaleFileType,指定されたロケールファイルは端末の種別が間違っています。正しいファイル設定して下さい。,指定されたロケールファイルは端末の種別が間違っています。正しいファイル設定して下さい。,,,,,,,,,,,,,,,,
key.IndirectClassNumber,Indirect class number,分類番号,,,,,,,,,,,,,,,,
key.IndirectWork,Indirect work,間接作業,,,,,,,,,,,,,,,,
key.IndirectWorkAlreadyExists,The specified work already exists.,指定された作業は既に存在します。,,,,,,,,,,,,,,,,
key.IndirectWorkName,Indirect work name,作業名,,,,,,,,,,,,,,,,
key.IndirectWorkNumber,Indirect work number,作業番号,,,,,,,,,,,,,,,,
key.info,Information,情報,,,,,,,,,,,,,,,,
key.info.kanbanCreate,カンバンを作成しました。,カンバンを作成しました。,,,,,,,,,,,,,,,,
key.info.kanbanCreate.details,,,,,,,,,,,,,,,,,,
key.info.OutputAnalysisReportResult,,,,,"Process analysis result CSV file was output.\r(Output: %d, Skip: %d)","工程分析結果CSVファイルを出力しました。\r(出力: %d, スキップ: %d)",〇,,,,,,,,,,,
key.InProcessInventory,In Process Inventory,仕掛在庫数,In Process Inventory,仕掛在庫数,,,,,,,,,,,,,,
key.InProcessVolume,In-process volume,仕掛数,,,,,,,,,,,,,,,,
key.In-processWorkVariation,In-process work variation,工程内作業のバラツキ,,,,,,,,,,,,,,,,
key.InputDelimiter,Delimiter,入力データの区切り文字,,,,,,,,,,,,,,,,
key.InputListOnly,直接入力を禁止する,直接入力を禁止する,,,,,,,,,,,,,,,,
key.InputMessage,Please enter a %s.,%sを入力してください。,,,,,,,,,,,,,,,,
key.InputProductNum,製造番号を登録する,製造番号を登録する,,,,,,,,,,,,,,,,
key.InputTenKeyboard,テンキー入力,テンキー入力,,,,,,,,,,,,,,,,
key.InputValueBackColor,Back Color,背景色,,,,,,,,,,,,,,,,
key.InputValueFontColor,Fonｔ Color,文字色,,,,,,,,,,,,,,,,
key.InsertImage,Insert Image,画像の挿入,,,,,,,,,,,,,,,,
key.InsertLink,Insert Link,ハイパーリンクの挿入,,,,,,,,,,,,,,,,
key.inspection,Inspection,検査,,,,,,,,,,,,,,,,
key.InspectionData,InspectionData,検査データ,,,,,,,,,,,,,,,,
key.InspectionSearch,Search Inspection results,検査結果の検索,,,,,,,,,,,,,,,,
key.InstructionCode,Instruction,作業指示書,,,,,,,,,,,,,,,,
key.InstructionNumber,Instruction number,指示数,,,,,,,,,,,,,,,,
key.IntegerDigits,整数有効桁数,整数有効桁数,,,,,,,,,,,,,,,,
key.InternalComment,Internal comments,社内コメント,,,,,,,,,,,,,,,,
key.Inter-processWaitingTime,Inter-process waiting time,工程間待ち時間,,,,,,,,,,,,,,,,
key.Interrupt,Interrupt,中断,,,,,,,,,,,,,,,,
key.InterruptRanking,interrupt Time Ranking,中断時間ランキング,,,,,,,,,,,,,,,,
key.invalid.value,There was an invalid value.,無効な値がありました。,,,,,,,,,,,,,,,,
key.Inventories,Inventories,棚卸,Inventories,棚卸,,,,,,,,,,,,,,
key.InventoriesDifference,Inventories Difference,棚卸差異,Inventories Difference,棚卸差異,,,,,,,,,,,,,,
key.Inventory.Adjustment,Inventory adjustment,在庫調整,,,,,,,,,,,,,,,,
key.Inventory.Cancel,Inventory cancel,棚卸中止,,,,,,,,,,,,,,,,
key.Inventory.Cancel.ConfirmMessage,Do you really want to stop the inventory?,本当に棚卸を中止しますか？,,,,,,,,,,,,,,,,
key.Inventory.CancelErrorMessage,An error occurred while canceling the inventory.,棚卸の中止でエラーが発生しました。,,,,,,,,,,,,,,,,
key.Inventory.CancelMessage,The inventory has been canceled.,棚卸を中止しました。,,,,,,,,,,,,,,,,
key.Inventory.Complete,Inventory completed,棚卸完了,,,,,,,,,,,,,,,,
key.Inventory.Complete.ConfirmMessage,Do you really want to complete the inventory?,本当に棚卸を完了しますか？,,,,,,,,,,,,,,,,
key.Inventory.Complete.Message,There were no overstocked or understocked materials.,在庫過不足の資材はありませんでした。,,,,,,,,,,,,,,,,
key.Inventory.CompleteErrorMessage,An error occurred when the inventory was completed.,棚卸の完了でエラーが発生しました。,,,,,,,,,,,,,,,,
key.Inventory.CompleteMessage,The inventory has been completed.,棚卸を完了しました。,,,,,,,,,,,,,,,,
key.Inventory.ForcedComplete,Forced inventory completed,棚卸強制完了,,,,,,,,,,,,,,,,
key.Inventory.Large,Large,超過,,,,,,,,,,,,,,,,
key.Inventory.Location,Inventory location,棚番訂正,,,,,,,,,,,,,,,,
key.Inventory.NotStart,Inventory has not started.,棚卸を開始していません。,,,,,,,,,,,,,,,,
key.Inventory.Small,Small,不足,,,,,,,,,,,,,,,,
key.Inventory.Start,Start inventory,棚卸開始,,,,,,,,,,,,,,,,
key.Inventory.StartErrorMessage,An error occurred at the start of inventory.,棚卸の開始でエラーが発生しました。,,,,,,,,,,,,,,,,
key.Inventory.StartMessage,Inventory has started.,棚卸を開始しました。,,,,,,,,,,,,,,,,
key.Inventory.State,Inventory state,棚卸状態,,,,,,,,,,,,,,,,
key.Inventory.Unconfirmed,Some materials have unconfirmed inventory results.,棚卸結果が未確認の資材があります。,,,,,,,,,,,,,,,,
key.Inventory.WantComplete,Do you want to complete the inventory?,棚卸を完了しますか？,,,,,,,,,,,,,,,,
key.Inventory.Working,Inventory work,棚卸中,,,,,,,,,,,,,,,,
key.InventoryApproval,Inventory approval,棚卸承認,,,,,,,,,,,,,,,,
key.InventoryConfirm.ConfirmMessage,"Do you really want to complete the inventory?\nIf you want to check the inventory again without completing the inventory, press [Cancel].",本当に棚卸を完了しますか？\n棚卸を完了せずに在庫を再度確認する場合は、[キャンセル]を押してください。,,,,,,,,,,,,,,,,
key.InventoryConfirm.Description,"When the inventory is completed, For overstocked materials, the inventory quantity is updated with the inventory quantity.",棚卸を完了すると、在庫過不足の資材は、在庫数が棚卸在庫数で更新されます。,,,,,,,,,,,,,,,,
key.InventoryConfirm.Message,"Some materials are not inventoried, or some are overstocked.",棚卸が実施されていない資材、あるいは在庫過不足の資材があります。,,,,,,,,,,,,,,,,
key.InventoryDate,Inventory date,棚卸実施日,,,,,,,,,,,,,,,,
key.InventoryDialog.CancelMessage,Stops inventory of the selected area.,選択した区画の棚卸を中止します。,,,,,,,,,,,,,,,,
key.InventoryDialog.CompleteMessage,Completes the inventory of the selected area.,選択した区画の棚卸を完了します。,,,,,,,,,,,,,,,,
key.InventoryDialog.StartMessage,Starts inventory of the selected area.,選択した区画の棚卸を開始します。,,,,,,,,,,,,,,,,
key.InventoryDiff,Inventory difference,在庫過不足,,,,,,,,,,,,,,,,
key.InventoryDifferent,Inventory different,在庫過不足あり,,,,,,,,,,,,,,,,
key.InventoryImplementation,Inventory implementation,棚卸実施,,,,,,,,,,,,,,,,
key.InventoryNoDifferent,Inventory no different,在庫過不足なし,,,,,,,,,,,,,,,,
key.InventoryNum,Inventories,棚卸数,,,,,,,,,,,,,,,,
key.InventoryReport,棚卸実績,棚卸実績,,,,,,,,,,,,,,,,
key.InventoryReportFile,棚卸実績ファイル,棚卸実績ファイル,,,,,,,,,,,,,,,,
key.InventorySetting,棚卸設定,棚卸設定,,,,,,,,,,,,,,,,
key.InventoryStartDate,棚卸開始日,棚卸開始日,,,,,,,,,,,,,,,,
key.InventoryStockQuantity,Inventory Stock Quantity,棚卸在庫数,Inventory Stock Quantity,棚卸在庫数,,,,,,,,,,,,,,
key.itemFontSize,Item Font Size,アイテムのフォントサイズ,,,,,,,,,,,,,,,,
key.itemMaximum,,最大値,Maximum,,Maximum,最大値,,,,,,,,,,,,
key.itemMedium,,中央値,Medium,,Medium,中央値,,,,,,,,,,,,
key.itemMinimum,,最小値,Minimum,,Minimum,最小値,,,,,,,,,,,,
key.itemsAverage,,平均,Average,,Average,平均,,,,,,,,,,,,
key.itemsStandardDeviation,Standard Deviation,標準偏差,StandardDeviation,,StandardDeviation,標準偏差,,,,,,,,,,,,
key.itemsVariance,,分散,Variance,,Variance,分散,,,,,,,,,,,,
key.judg,完了判定,完了判定,,,,,,,,,,,,,,,,
key.Kanban,Kanban,カンバン,,,,,,,,,,,,,,,,
key.Kanban.AutoMoveCompletedItem,"When Kanban is completed, transfer Kanban to child hierarchy",カンバンが完了した時、カンバンを子階層に移す,,,,,,,,,,,,,,,,
key.KanbanBaseInfoNotRead,Work instruction information could not be loaded,作業指示情報が読み込めませんでした,,,,,,,,,,,,,,,,
key.KanbanContinuousCreate,Kanban Continuous Create,カンバンの連続作成,,,,,,,,,,,,,,,,
key.KanbanCreateCompo,Simple creation,簡易作成画面,,,,,,,,,,,,,,,,
key.KanbanDelete,Kanban Delete,カンバンの削除,,,,,,,,,,,,,,,,
key.KanbanDeleteFailed,%s can not be deleted because you are working,%s は作業しているため削除できません,,,,,,,,,,,,,,,,
key.KanbanDeleteThereStart,"Because there is a step you are working, it can not be deleted.",作業している工程があるので、削除できません。,,,,,,,,,,,,,,,,
key.KanbanDetailCompo,Standard creation,標準作成画面,,,,,,,,,,,,,,,,
key.KanbanEditThereStart,"Because there is a step you are working, you can not edit.",作業している工程があるので、編集できません。,,,,,,,,,,,,,,,,
key.KanbanHierarch,Kanban Hierarch,カンバン階層,,,,,,,,,,,,,,,,
key.KanbanImportExecute,Import,読み込み,,,,,,,,,,,,,,,,
key.KanbanImportFolder,Import folder,読み込みフォルダ,,,,,,,,,,,,,,,,
key.KanbanImportFolderChoice,Choice,選択,,,,,,,,,,,,,,,,
key.KanbanImportResult,Result,結果,,,,,,,,,,,,,,,,
key.KanbanImportTitle,Import production plan,生産計画の読み込み,,,,,,,,,,,,,,,,
key.KanbanListUpdateFilter,List Update,リスト更新,,,,,,,,,,,,,,,,
key.KanbanName,Kanban Name,カンバン名,,,,,,,,,,,,,,,,
key.kanbanNum,Kanban,カンバン数,,,,,,,,,,,,,,,,
key.KanbanOutLedger,Kanban Out Ledger,カンバンの帳票出力,,,,,,,,,,,,,,,,
key.KanbanOutLedgerApplicationErr,It suspends the form output for a problem with the application occurs.,アプリケーションに問題が発生したため帳票出力を中断します。,,,,,,,,,,,,,,,,
key.KanbanOutLedgerComplete,The report output has been completed.\r\nSuccess:%d Failure:%d Skip:%d,帳票出力が完了しました。\r\n成功：%d 失敗:%d スキップ：%d,,,,,,,,,,,,,,,,
key.KanbanOutLedgerNoReplaceComp,Part of the tag could not be replaced. Please execute the confirmation and output processing a form template again.,一部のタグが置換できませんでした。帳票テンプレートを再度確認し出力処理を実行してください。,,,,,,,,,,,,,,,,
key.KanbanOutLedgerPassErr,"Form template that is specified in the order of steps does not exist. Order of steps of the form template path, Please make sure the template is in a specified position.",工程順に指定された帳票テンプレートは存在しません.工程順の帳票テンプレートパス、テンプレートが指定した位置にあるか確認してください。,,,,,,,,,,,,,,,,
key.KanbanOutLedgerPassNothing,File path of the form template is not registered in the order of steps,工程順に帳票テンプレートのファイルパスが登録されていません,,,,,,,,,,,,,,,,
key.KanbanOutLedgerResultInfo,"There are reports that were not output correctly.\r\nFor details, refer to the following.\r\n""% s""","正常に出力されなかった帳票があります。\r\n詳細は以下を参照してください。\r\n""%s""",,,,,,,,,,,,,,,,
key.KanbanOutLedgerSuccess,Form output has been completed.,帳票出力が完了しました,,,,,,,,,,,,,,,,
key.KanbanOutLedgerWorkUnfinished,It can not be output of a form for the work of the sign has not been completed,カンバンの作業が完了していないため帳票の出力ができません,,,,,,,,,,,,,,,,
key.KanbanRegularlyCreate,Kanban Regularly Create,カンバンの定期予定作成,,,,,,,,,,,,,,,,
key.kanbans,カンバン,カンバン,,,,,,,,,,,,,,,,
key.KanbanSearch,Kanban Search,カンバンの検索,,,,,,,,,,,,,,,,
key.KanbanSelectionDialog,Kanban Selection Dialog,ダイアログ選択カンバン,,,,,,,,,,,,,,,,
key.kanbanSettings,カンバン設定,カンバン設定,,,,,,,,,,,,,,,,
key.KanbanStatus,KanbanStatus,カンバンステータス,,,,,,,,,,,,,,,,
key.KanbanStatusCompletion,Completion,作業完了,,,,,,,,,,,,,,,,
key.KanbanStatusDefect,Defact,不良,,,,,,,,,,,,,,,,
key.KanbanStatusInterrupt,Suspend,中止,,,,,,,,,,,,,,,,
key.KanbanStatusOther,Other,その他,,,,,,,,,,,,,,,,
key.KanbanStatusPlanned,Planned,計画済み,,,,,,,,,,,,,,,,
key.KanbanStatusPlanning,Planning,計画中,,,,,,,,,,,,,,,,
key.KanbanStatusSuspend,Interrupt,一時中断,,,,,,,,,,,,,,,,
key.KanbanStatusWorking,Working,作業中,,,,,,,,,,,,,,,,
key.KanbanSubname,Kanban Subname,カンバンサブ名,,,,,,,,,,,,,,,,
key.KanbanTotalWorkTime,Kanban total time,カンバンの総作業時間,,,,,,,,,,,,,,,,
key.KikakuKatasiki,規格・型式,規格・型式,,,,,,,,,,,,,,,,
key.Kvol,Kvol,指示数,,,,,,,,,,,,,,,,
key.Label,Label,ラベル,,,,,,,,,,,,,,,,
key.LabelPrinting,Label printing,ラベル印刷,,,,,,,,,,,,,,,,
key.Language,Language,言語,,,,,,,,,,,,,,,,
key.LastSynchronizationDateAndTime,Last synchronization date and time,前回同期日時,Last synchronization date and time,前回同期日時,,,,,,,,,,,,,,
key.LayoutFromServer,Get Layout From Server,サーバーから画面レイアウトを取得する,,,,,,,,,,,,,,,,
key.LeaveUnreplacedTags,Leave unreplaced tags,置換されなかったタグを残す,,,,,,,,,,,,,,,,
key.LedgerSheet,LedgerSheetTemplate,帳票テンプレート,,,,,,,,,,,,,,,,
key.LedgerSheetInventoryNumber,Ledger sheet Inventory Number,帳簿在庫数,,,,,,,,,,,,,,,,
key.LedgerSheetPath,LedgerSheetTemplatePath,帳票テンプレートパス,,,,,,,,,,,,,,,,
key.Legend,Kanban,カンバン名,,,,,,,,,,,,,,,,
key.legend.symbol,■,■,,,,,,,,,,,,,,,,
key.legend.title,凡例,凡例,,,,,,,,,,,,,,,,
key.LicenseCountButton,License,ライセンス数の表示,,,,,,,,,,,,,,,,
key.LicenseError,A license has not been granted,ライセンスが許可されていないため登録できません,,,,,,,,,,,,,,,,
key.LicenseLimitError,Licenses exceeds the limit,ライセンス数が上限を超えるため登録できません。,,,,,,,,,,,,,,,,
key.LightPattern,LightPattern,点灯パターン,,,,,,,,,,,,,,,,
key.LightPatternBlink,Blink,点滅,,,,,,,,,,,,,,,,
key.LightPatternLightnig,Lightnig,点灯,,,,,,,,,,,,,,,,
key.Line,Line,ライン,,,,,,,,,,,,,,,,
key.LineBalance,Line balance,ラインバランス,,,,,,,,,,,,,,,,
key.LineTimerControl,Line Timer Control,ラインタイマー制御,,,,,,,,,,,,,,,,
key.list,List,リスト,,,,,,,,,,,,,,,,
key.LoadPropertyExeption,The file could not be loaded. \r\n The file may not exist or the format may be wrong.,ファイルが読み込めませんでした。\r\nファイルが存在しないかフォーマットが間違っている可能性があります。,,,,,,,,,,,,,,,,
key.LoadSetting,LoadSettings,設定読込,,,,,,,,,,,,,,,,
key.LocaleFileTypeInfo,"adManager,1.00","adManager,1.00",,,,,,,,,,,,,,,,
key.LocationMove,Location move,保管場所移動,Location move,保管場所移動,,,,,,,,,,,,,,
